txid	height	timestamp	amount_atomic	new_address	new_amount_atomic	new_txid	status
f6cdace2315b32b89127d7b11e4c1966876b8220db0dcc9aae4205018444d1af	1771377	1772004507	12500	XEQTBRS3uFaUzqkYM7i7yy1e8CvKCBqDKZk42ePxHRdFCPAdSbgfbsi94N8sSAcHurcqowBEwEivbc3KTBudokK73Pje3GXZmg	1250000000		1
f1416cb9af69c7170ee0b4b7eef35488b680500b7aaa8d297bfaf200f4d16037	1771436	1772011198	823550	XEQTBRS3uFaUzqkYM7i7yy1e8CvKCBqDKZk42ePxHRdFCPAdSbgfbsi94N8sSAcHurcqowBEwEivbc3KTBudokK73Pje3GXZmg	82355000000		1
45796ec95d153cc2d73cd25a4912e942a7d716afbf8770c5c7bd8eecfe4d5667	1771439	1772011481	13500	XEQTBRS3uFaUzqkYM7i7yy1e8CvKCBqDKZk42ePxHRdFCPAdSbgfbsi94N8sSAcHurcqowBEwEivbc3KTBudokK73Pje3GXZmg	1350000000		1
39ecf3680337cfd4e7be95a0e17cee9c82a10e5d043413657dd8c29a89d93773	1771469	1772014516	107000	XEQTBRS3uFaUzqkYM7i7yy1e8CvKCBqDKZk42ePxHRdFCPAdSbgfbsi94N8sSAcHurcqowBEwEivbc3KTBudokK73Pje3GXZmg	10700000000		1
e7bd218dedca15ae898d22c76a944c7abf2f9ab1c0d031d84c6c6c68f94911da	1771479	1772015664	18800	XEQTBRS3uFaUzqkYM7i7yy1e8CvKCBqDKZk42ePxHRdFCPAdSbgfbsi94N8sSAcHurcqowBEwEivbc3KTBudokK73Pje3GXZmg	1880000000		1
ac7b047447cd45bf9c319dc1cb17bd3707db1c19a6fad5cb157c4bb7e69ced50	1771485	1772016844	50000	XEQTBRS3uFaUzqkYM7i7yy1e8CvKCBqDKZk42ePxHRdFCPAdSbgfbsi94N8sSAcHurcqowBEwEivbc3KTBudokK73Pje3GXZmg	5000000000		1
32a948c8b254174a6d8624876468858f0faae97edbe3abb404901ea475db8ff4	1771529	1772022429	1000000	XEQTBRS3uFaUzqkYM7i7yy1e8CvKCBqDKZk42ePxHRdFCPAdSbgfbsi94N8sSAcHurcqowBEwEivbc3KTBudokK73Pje3GXZmg	100000000000		1
9b808ba5b89020b943517f9fab77e240ca5b321549274bde4e61bd5191be9caf	1771548	1772024437	20000	XEQTBRS3uFaUzqkYM7i7yy1e8CvKCBqDKZk42ePxHRdFCPAdSbgfbsi94N8sSAcHurcqowBEwEivbc3KTBudokK73Pje3GXZmg	2000000000		1
d650505de1aecd85a91e5400db0276af3561fab703be4113e8cd4955bba063cc	1771554	1772025377	10000	XEQTBRS3uFaUzqkYM7i7yy1e8CvKCBqDKZk42ePxHRdFCPAdSbgfbsi94N8sSAcHurcqowBEwEivbc3KTBudokK73Pje3GXZmg	1000000000		1
adfc5c503809f04d91f80d5bcef2e91ae0bdb202f7561a374ff7954eff5aa2b5	1771566	1772026898	20000	XEQTBRS3uFaUzqkYM7i7yy1e8CvKCBqDKZk42ePxHRdFCPAdSbgfbsi94N8sSAcHurcqowBEwEivbc3KTBudokK73Pje3GXZmg	2000000000		1
e17060378c8f074a835efbfa18119981341bfab01d7de6842d64b9896325bae9	1771580	1772028223	90000	XEQTBRS3uFaUzqkYM7i7yy1e8CvKCBqDKZk42ePxHRdFCPAdSbgfbsi94N8sSAcHurcqowBEwEivbc3KTBudokK73Pje3GXZmg	9000000000		1
22c8087948bb1bfc94cf0353de0f99b1688dcb97e00d485b1529c6fc35ed9780	1771632	1772035309	22000	XEQTBRS3uFaUzqkYM7i7yy1e8CvKCBqDKZk42ePxHRdFCPAdSbgfbsi94N8sSAcHurcqowBEwEivbc3KTBudokK73Pje3GXZmg	2200000000		1
eba350b4b1288724fc28ccfe2b432fc2ee1988f8fbd5412ccece197c42eec4e3	1771645	1772036323	12500	XEQTBRS3uFaUzqkYM7i7yy1e8CvKCBqDKZk42ePxHRdFCPAdSbgfbsi94N8sSAcHurcqowBEwEivbc3KTBudokK73Pje3GXZmg	1250000000		1
2a68b66a5c30ace9069ec666e9b894130c1261701059a05db83540cd13e02a4e	1771668	1772039115	13300	XEQTBRS3uFaUzqkYM7i7yy1e8CvKCBqDKZk42ePxHRdFCPAdSbgfbsi94N8sSAcHurcqowBEwEivbc3KTBudokK73Pje3GXZmg	1330000000		1
f995fe257225f0c051c38112f073b0090e0ee4f956ced5ec05355dd8d0ea603e	1771672	1772039751	19940	XEQTUGnf3vCDQ7vNzMDBZAY3ojph8Jz51WbyQ9yDfADhZ4iBqsQKAAvWSbKJD8VtHyXGdpZNbXMNocGCDGqG6c548ffEkWdJEa	1994000000		1
7ba83bca82f6045cbc4fc15b33e9fa70943e29945e3b6ac25a7082e8d5e04a01	1771713	1772044606	500000	XEQTBRS3uFaUzqkYM7i7yy1e8CvKCBqDKZk42ePxHRdFCPAdSbgfbsi94N8sSAcHurcqowBEwEivbc3KTBudokK73Pje3GXZmg	50000000000		1
72805d466f6e842a8909687c5b7e87d95dbff0ffb167bf4c2b7f750c270507dc	1771758	1772049989	10000	XEQTJ5NTrvvJW9bE2YMWPLCjCjmk1f9tWXYtJaAecmNxXnFrwDsvcJrj6h1Y59geABJHDfpZm9pz5jQ2NNp3j3TX6r8aV6dimq	1000000000		1
4d5c5189faf775dc525d979ec7438acb1d317da965e6683d114a30c69d68848d	1771759	1772051229	22200	XEQTBRS3uFaUzqkYM7i7yy1e8CvKCBqDKZk42ePxHRdFCPAdSbgfbsi94N8sSAcHurcqowBEwEivbc3KTBudokK73Pje3GXZmg	2220000000		1
c5710820f6127782dcdd9ba8977ae553386f028279fba40190ca54792e570ee3	1771781	1772053829	223000	XEQTBRS3uFaUzqkYM7i7yy1e8CvKCBqDKZk42ePxHRdFCPAdSbgfbsi94N8sSAcHurcqowBEwEivbc3KTBudokK73Pje3GXZmg	22300000000		1
f94902b69169850b4afc2ce3ee855e50b632db050bc3aeec11249d8513959dae	1771788	1772054350	450000	XEQTBRS3uFaUzqkYM7i7yy1e8CvKCBqDKZk42ePxHRdFCPAdSbgfbsi94N8sSAcHurcqowBEwEivbc3KTBudokK73Pje3GXZmg	45000000000		1
9e7816b4e12807ebc3f3cf848d3f521b5cd553cb53b61c5e7e0a92b325094b76	1771800	1772055561	180000	XEQTBRS3uFaUzqkYM7i7yy1e8CvKCBqDKZk42ePxHRdFCPAdSbgfbsi94N8sSAcHurcqowBEwEivbc3KTBudokK73Pje3GXZmg	18000000000		1
